Customer_ID,Age,Annual_Income,Total_Spend,Years_as_Customer,Num_of_Purchases,Average_Transaction_Amount,Num_of_Returns,Num_of_Support_Contacts,Satisfaction_Score,Last_Purchase_Days_Ago,Email_Opt_In,Target_Churn,Gender_Female,Gender_Male,Gender_Other,Promotion_Response_Ignored,Promotion_Response_Responded,Promotion_Response_Unsubscribed
240,58,183.48,3735.79,8,29,382.26,6,1,2,231,0,1,1.0,0.0,0.0,1.0,0.0,0.0
241,38,47.06,9396.88,15,83,487.32,1,1,1,82,0,1,1.0,0.0,0.0,0.0,0.0,1.0
242,28,120.49,2301.5,12,30,236.66,1,4,3,86,1,1,1.0,0.0,0.0,1.0,0.0,0.0
243,61,97.11,5580.07,14,62,476.85,8,1,2,126,0,0,0.0,1.0,0.0,1.0,0.0,0.0
244,55,186.17,639.53,1,27,459.35,7,4,3,204,1,1,1.0,0.0,0.0,0.0,1.0,0.0
245,46,38.92,1992.9,1,51,410.95,0,0,3,297,1,1,0.0,0.0,1.0,0.0,1.0,0.0
246,65,196.86,6079.87,19,16,366.16,6,4,3,264,1,0,0.0,1.0,0.0,1.0,0.0,0.0
247,58,177.58,6655.62,18,47,19.81,6,0,3,28,1,1,0.0,0.0,1.0,0.0,0.0,1.0
248,20,33.29,5851.86,10,66,451.79,3,0,4,298,1,0,1.0,0.0,0.0,1.0,0.0,0.0
249,45,108.37,8709.05,6,52,290.57,3,1,2,320,1,1,0.0,1.0,0.0,0.0,0.0,1.0
250,37,149.16,9934.71,13,26,74.47,8,0,5,347,1,0,0.0,0.0,1.0,1.0,0.0,0.0
251,43,152.87,7662.23,18,19,348.79,2,0,1,203,1,1,0.0,1.0,0.0,0.0,1.0,0.0
252,41,183.17,4704.41,4,40,143.23,8,2,4,229,1,1,0.0,0.0,1.0,0.0,0.0,1.0
253,69,163.98,8355.95,4,49,348.95,1,2,2,294,0,0,0.0,1.0,0.0,1.0,0.0,0.0
254,64,75.97,1291.84,3,46,49.41,3,2,3,97,0,1,0.0,0.0,1.0,0.0,0.0,1.0
255,38,109.72,6864.38,6,23,487.78,4,3,4,6,1,1,0.0,0.0,1.0,0.0,0.0,1.0
256,47,146.32,5231.54,7,28,42.6,4,4,1,253,1,0,0.0,0.0,1.0,1.0,0.0,0.0
257,21,44.92,1862.85,9,76,435.18,3,4,3,314,0,0,0.0,1.0,0.0,0.0,0.0,1.0
258,53,54.92,9732.04,1,45,164.79,3,2,2,202,1,1,0.0,0.0,1.0,1.0,0.0,0.0
259,57,106.59,3450.53,13,39,153.62,3,1,4,347,1,1,0.0,0.0,1.0,1.0,0.0,0.0
260,27,73.68,6192.69,7,1,203.54,4,2,3,44,1,1,1.0,0.0,0.0,0.0,0.0,1.0
261,27,175.26,8798.08,8,10,388.55,7,4,4,295,0,0,0.0,0.0,1.0,1.0,0.0,0.0
262,59,125.53,5116.22,10,23,107.88,9,2,3,89,1,1,1.0,0.0,0.0,0.0,1.0,0.0
263,41,82.76,1239.86,7,70,229.07,3,1,3,133,0,1,0.0,1.0,0.0,0.0,0.0,1.0
264,21,172.79,8205.52,6,24,249.51,2,4,3,75,1,0,0.0,0.0,1.0,0.0,1.0,0.0
265,64,164.88,3596.82,5,71,454.69,1,0,4,218,0,1,0.0,1.0,0.0,0.0,1.0,0.0
266,44,199.7,9832.36,8,87,281.88,2,1,5,125,0,0,1.0,0.0,0.0,0.0,1.0,0.0
267,68,172.52,8849.87,16,88,322.94,3,3,1,310,0,1,1.0,0.0,0.0,0.0,1.0,0.0
268,62,94.6,8549.15,4,66,448.1,9,2,4,176,0,0,0.0,1.0,0.0,0.0,1.0,0.0
269,21,42.95,3626.91,8,56,173.34,2,4,2,28,0,0,0.0,0.0,1.0,0.0,1.0,0.0
270,49,171.32,7595.58,9,56,45.4,6,1,1,90,0,0,0.0,1.0,0.0,1.0,0.0,0.0
271,27,30.76,9864.66,19,27,396.37,5,3,1,28,0,1,1.0,0.0,0.0,1.0,0.0,0.0
272,28,83.05,5310.58,15,32,381.78,7,4,3,131,0,1,1.0,0.0,0.0,0.0,0.0,1.0
273,45,185.55,4760.25,8,20,168.91,6,4,2,319,1,0,0.0,0.0,1.0,0.0,1.0,0.0
274,63,192.94,245.19,3,62,474.5,7,2,4,364,0,1,1.0,0.0,0.0,1.0,0.0,0.0
275,25,135.3,7032.02,3,26,418.51,1,1,3,2,0,0,0.0,0.0,1.0,0.0,1.0,0.0
276,57,143.96,8598.93,17,72,11.38,9,0,2,265,0,0,0.0,0.0,1.0,0.0,0.0,1.0
277,39,27.64,2549.83,14,12,61.78,2,4,2,360,1,0,0.0,0.0,1.0,1.0,0.0,0.0
278,51,112.61,3218.74,14,58,237.63,3,1,1,57,1,1,1.0,0.0,0.0,1.0,0.0,0.0
279,62,118.44,5056.7,2,56,456.05,8,3,2,311,1,0,0.0,1.0,0.0,1.0,0.0,0.0
280,52,81.22,813.59,14,18,96.37,1,0,5,61,0,1,0.0,1.0,0.0,0.0,1.0,0.0
281,52,32.35,987.46,11,55,337.79,7,4,2,314,0,1,1.0,0.0,0.0,0.0,1.0,0.0
282,42,61.2,4269.0,14,1,435.33,2,2,5,22,0,1,0.0,1.0,0.0,1.0,0.0,0.0
283,51,84.44,2686.07,7,12,465.64,2,2,3,130,0,0,0.0,1.0,0.0,0.0,1.0,0.0
284,23,98.33,4119.77,19,37,331.47,7,0,4,62,0,1,1.0,0.0,0.0,0.0,0.0,1.0
285,58,126.37,4598.42,8,78,182.89,8,4,4,5,1,1,0.0,1.0,0.0,1.0,0.0,0.0
286,54,150.03,9765.11,14,9,188.27,0,4,5,274,1,1,1.0,0.0,0.0,1.0,0.0,0.0
287,18,77.17,9448.17,4,64,383.5,3,3,1,132,1,1,0.0,0.0,1.0,0.0,1.0,0.0
288,29,79.21,1483.33,11,11,436.71,9,3,4,287,1,0,0.0,0.0,1.0,0.0,1.0,0.0
289,52,23.54,8837.6,4,90,481.32,6,2,2,173,1,0,0.0,1.0,0.0,0.0,0.0,1.0
290,23,27.36,894.05,6,10,382.03,6,2,4,307,1,0,1.0,0.0,0.0,1.0,0.0,0.0
291,34,66.41,5125.59,6,85,283.81,7,4,3,88,1,1,0.0,0.0,1.0,0.0,0.0,1.0
292,26,153.24,1722.71,2,5,457.4,4,1,2,81,0,1,1.0,0.0,0.0,0.0,0.0,1.0
293,19,133.1,3722.33,19,60,471.97,9,3,3,128,1,1,1.0,0.0,0.0,1.0,0.0,0.0
294,35,158.56,7459.07,1,40,239.12,4,0,4,346,1,0,1.0,0.0,0.0,0.0,0.0,1.0
295,66,158.41,4302.6,13,81,474.71,3,0,1,92,1,1,0.0,1.0,0.0,1.0,0.0,0.0
296,53,174.18,8088.82,14,83,305.59,8,0,2,16,1,0,0.0,0.0,1.0,0.0,1.0,0.0
297,45,149.66,7216.28,3,79,210.42,7,2,3,25,0,0,0.0,1.0,0.0,1.0,0.0,0.0
298,58,196.22,9434.11,19,88,442.58,9,1,5,258,0,1,1.0,0.0,0.0,0.0,1.0,0.0
299,54,181.79,5388.14,17,53,215.65,2,0,3,181,1,1,0.0,0.0,1.0,0.0,1.0,0.0
300,66,125.61,8041.26,4,49,186.57,8,2,5,267,1,1,0.0,1.0,0.0,0.0,1.0,0.0
301,43,125.87,3296.78,13,31,411.17,9,3,5,330,0,0,0.0,0.0,1.0,0.0,0.0,1.0
302,21,26.17,3522.88,9,4,487.78,1,3,1,330,1,0,0.0,1.0,0.0,0.0,0.0,1.0
303,57,199.73,4065.05,4,11,334.83,2,1,5,130,1,0,1.0,0.0,0.0,0.0,1.0,0.0
304,53,43.68,4168.07,10,33,168.63,5,2,2,75,1,0,0.0,0.0,1.0,0.0,0.0,1.0
305,68,153.26,1122.21,13,22,419.47,3,4,4,42,1,0,1.0,0.0,0.0,0.0,0.0,1.0
306,48,167.78,5239.08,18,42,457.81,1,3,3,107,1,1,1.0,0.0,0.0,1.0,0.0,0.0
307,47,87.15,1058.35,12,98,83.04,6,2,2,30,1,1,0.0,0.0,1.0,1.0,0.0,0.0
308,67,55.43,8908.65,16,19,161.62,1,1,5,77,1,1,0.0,0.0,1.0,0.0,1.0,0.0
309,51,37.78,712.26,1,98,312.37,8,3,2,193,0,0,0.0,1.0,0.0,1.0,0.0,0.0
310,36,154.75,4551.97,14,52,172.97,5,2,2,350,0,1,0.0,1.0,0.0,0.0,1.0,0.0
311,35,101.48,2918.47,7,77,312.85,9,4,1,67,0,0,1.0,0.0,0.0,0.0,0.0,1.0
312,47,148.47,1633.21,5,64,415.34,3,4,5,70,0,1,0.0,1.0,0.0,0.0,0.0,1.0
313,38,184.77,7859.98,2,53,77.86,3,1,2,17,0,0,0.0,0.0,1.0,0.0,1.0,0.0
314,20,46.39,7177.83,4,67,315.85,7,3,3,15,1,1,0.0,0.0,1.0,0.0,0.0,1.0
315,23,185.45,1544.88,10,90,335.05,6,1,1,11,0,0,0.0,0.0,1.0,1.0,0.0,0.0
316,55,94.09,6364.38,15,95,438.16,4,4,2,133,0,1,1.0,0.0,0.0,1.0,0.0,0.0
317,30,74.95,7946.3,19,52,359.32,5,1,3,7,1,0,0.0,1.0,0.0,0.0,1.0,0.0
318,62,189.75,7755.99,15,93,396.61,5,3,3,109,1,1,0.0,1.0,0.0,1.0,0.0,0.0
319,20,198.32,1013.57,19,42,91.1,2,3,5,152,1,0,0.0,1.0,0.0,1.0,0.0,0.0
320,65,55.8,6886.58,10,18,74.91,3,2,2,86,0,1,0.0,1.0,0.0,0.0,0.0,1.0
321,45,138.23,7188.64,3,15,453.21,8,2,5,261,1,1,0.0,1.0,0.0,0.0,1.0,0.0
322,39,39.17,8635.45,11,60,91.1,5,0,3,56,1,1,0.0,1.0,0.0,0.0,1.0,0.0
323,57,137.16,5129.64,18,61,191.48,9,2,2,105,0,0,0.0,1.0,0.0,0.0,0.0,1.0
324,57,168.92,4664.83,2,14,397.18,3,0,5,258,1,1,1.0,0.0,0.0,0.0,1.0,0.0
325,29,143.21,9654.65,18,98,39.62,4,2,5,206,0,0,0.0,1.0,0.0,0.0,0.0,1.0
326,40,95.12,7985.47,15,23,264.81,9,3,4,172,0,1,0.0,1.0,0.0,0.0,1.0,0.0
327,48,88.95,5631.44,16,62,277.49,6,3,1,42,1,1,0.0,1.0,0.0,0.0,1.0,0.0
328,35,90.76,3373.11,19,89,11.99,2,1,3,351,1,0,1.0,0.0,0.0,0.0,1.0,0.0
329,24,126.15,8467.86,19,31,202.64,8,3,3,105,1,1,0.0,1.0,0.0,0.0,0.0,1.0
330,25,178.68,4608.82,12,11,454.51,5,3,5,78,1,1,1.0,0.0,0.0,0.0,0.0,1.0
331,36,187.23,1017.58,6,4,218.86,5,0,3,348,0,0,1.0,0.0,0.0,0.0,0.0,1.0
332,46,29.64,4603.55,12,32,457.61,8,1,3,40,1,0,1.0,0.0,0.0,1.0,0.0,0.0
333,61,52.69,8732.49,7,33,164.72,9,3,2,263,0,0,0.0,0.0,1.0,0.0,1.0,0.0
334,37,40.2,4537.99,10,14,257.61,9,3,4,297,1,1,0.0,1.0,0.0,1.0,0.0,0.0
335,67,54.8,242.06,12,50,423.09,8,4,2,18,1,0,0.0,0.0,1.0,1.0,0.0,0.0
336,59,82.39,6153.7,16,40,490.91,7,3,2,131,0,1,0.0,1.0,0.0,0.0,1.0,0.0
337,47,111.18,9958.72,13,1,382.0,1,4,3,107,1,1,1.0,0.0,0.0,0.0,0.0,1.0
338,64,133.3,8190.76,13,25,178.39,9,2,3,196,0,1,1.0,0.0,0.0,0.0,1.0,0.0
339,39,151.79,6210.66,14,85,163.83,6,2,3,253,0,0,0.0,1.0,0.0,1.0,0.0,0.0
340,27,180.22,9152.55,6,44,37.97,8,3,2,126,1,1,0.0,1.0,0.0,0.0,0.0,1.0
341,43,198.04,8154.46,19,91,109.43,7,1,2,43,0,0,1.0,0.0,0.0,0.0,1.0,0.0
342,68,139.31,5036.53,10,92,382.27,8,3,4,217,0,1,0.0,1.0,0.0,0.0,1.0,0.0
343,50,172.17,5953.08,9,88,213.27,5,2,5,125,0,0,0.0,1.0,0.0,0.0,1.0,0.0
344,45,160.05,7339.8,9,91,86.7,7,4,2,334,0,0,0.0,0.0,1.0,0.0,1.0,0.0
345,27,75.36,8479.62,9,74,155.82,0,4,3,4,0,1,1.0,0.0,0.0,0.0,0.0,1.0
346,46,177.62,675.95,1,98,298.51,8,2,2,83,1,0,0.0,0.0,1.0,0.0,0.0,1.0
347,61,27.7,7770.56,1,91,478.73,8,3,1,342,1,0,1.0,0.0,0.0,0.0,0.0,1.0
348,35,20.07,4530.28,13,42,480.12,3,2,2,232,0,1,0.0,0.0,1.0,0.0,0.0,1.0
349,59,69.27,6641.91,19,32,65.88,2,2,2,102,1,1,0.0,1.0,0.0,0.0,0.0,1.0
350,18,103.18,7669.87,16,41,125.77,5,4,1,188,1,0,0.0,1.0,0.0,0.0,0.0,1.0
351,40,134.91,5441.07,13,96,303.47,7,4,4,280,1,1,1.0,0.0,0.0,1.0,0.0,0.0
352,34,38.32,1669.3,18,9,456.91,7,2,2,335,1,0,1.0,0.0,0.0,1.0,0.0,0.0
353,60,141.14,4154.32,10,50,490.93,6,4,1,82,0,0,1.0,0.0,0.0,0.0,0.0,1.0
354,54,164.33,861.04,14,37,366.29,0,3,1,89,1,0,0.0,0.0,1.0,0.0,0.0,1.0
355,48,53.36,6924.08,3,82,211.7,3,3,1,355,1,1,1.0,0.0,0.0,0.0,0.0,1.0
356,42,94.72,9541.69,1,95,437.67,2,0,4,15,1,1,0.0,1.0,0.0,1.0,0.0,0.0
357,21,113.6,7973.0,10,2,215.47,9,2,1,133,1,0,1.0,0.0,0.0,0.0,0.0,1.0
358,69,101.33,3958.89,7,59,336.76,4,1,5,121,1,1,0.0,1.0,0.0,0.0,0.0,1.0
359,26,163.97,5884.49,4,30,249.92,5,3,3,31,1,1,0.0,0.0,1.0,1.0,0.0,0.0
360,45,192.89,3111.59,7,81,391.94,9,4,5,93,1,1,0.0,1.0,0.0,0.0,0.0,1.0
361,47,163.81,5456.35,2,85,370.44,1,2,2,182,1,1,0.0,1.0,0.0,0.0,1.0,0.0
362,64,34.04,3077.2,2,9,201.44,9,1,4,227,0,1,0.0,0.0,1.0,1.0,0.0,0.0
363,41,164.89,7409.42,6,37,59.4,1,1,4,338,0,0,0.0,1.0,0.0,1.0,0.0,0.0
364,50,31.99,2667.48,2,94,476.37,0,1,4,290,0,1,0.0,0.0,1.0,1.0,0.0,0.0
365,37,62.47,9643.8,2,60,460.12,4,1,2,35,1,0,0.0,0.0,1.0,1.0,0.0,0.0
366,26,47.56,6653.29,4,16,99.12,4,3,1,186,0,1,0.0,0.0,1.0,1.0,0.0,0.0
367,25,55.55,780.9,6,14,109.62,0,0,2,150,0,0,0.0,1.0,0.0,1.0,0.0,0.0
368,41,115.1,206.7,19,26,395.98,2,4,1,82,0,0,0.0,0.0,1.0,1.0,0.0,0.0
369,31,140.9,9970.76,2,81,395.51,3,3,1,15,0,0,1.0,0.0,0.0,1.0,0.0,0.0
370,35,104.66,2283.01,4,51,483.09,0,0,5,353,1,0,0.0,1.0,0.0,1.0,0.0,0.0
371,18,192.75,3194.37,14,12,498.82,8,3,1,236,0,1,0.0,1.0,0.0,0.0,0.0,1.0
372,29,63.25,2163.3,3,47,254.2,2,4,2,25,1,1,1.0,0.0,0.0,0.0,1.0,0.0
373,46,157.37,9288.21,16,3,480.58,8,3,1,353,1,0,1.0,0.0,0.0,0.0,1.0,0.0
374,54,176.63,6554.93,12,34,409.83,8,4,2,256,1,1,1.0,0.0,0.0,0.0,1.0,0.0
375,43,121.17,5093.42,2,93,380.62,5,2,4,255,1,0,1.0,0.0,0.0,0.0,0.0,1.0
376,50,102.12,5620.74,10,91,189.32,9,3,5,261,1,0,0.0,0.0,1.0,0.0,1.0,0.0
377,60,127.31,3246.94,10,42,426.69,2,2,1,257,0,0,0.0,1.0,0.0,1.0,0.0,0.0
378,32,97.19,6180.33,12,2,460.36,6,3,4,81,1,1,0.0,1.0,0.0,0.0,0.0,1.0
379,40,119.93,4254.04,17,27,369.66,0,2,4,291,0,0,1.0,0.0,0.0,0.0,0.0,1.0
380,46,95.05,2072.36,10,73,326.78,4,2,2,338,1,1,0.0,0.0,1.0,1.0,0.0,0.0
381,38,92.08,6600.39,1,84,323.8,6,2,4,100,0,1,0.0,0.0,1.0,0.0,0.0,1.0
382,36,145.16,3801.02,5,28,86.28,5,1,4,122,1,1,1.0,0.0,0.0,1.0,0.0,0.0
383,22,36.71,7872.16,12,23,117.76,7,0,1,73,0,0,1.0,0.0,0.0,1.0,0.0,0.0
384,40,49.98,4212.41,4,90,122.18,6,0,3,94,0,0,1.0,0.0,0.0,0.0,0.0,1.0
385,53,173.22,5131.89,13,89,89.71,8,2,1,28,0,1,1.0,0.0,0.0,0.0,0.0,1.0
386,37,158.79,7895.92,3,85,244.22,1,1,3,74,0,1,0.0,0.0,1.0,1.0,0.0,0.0
387,25,70.66,4533.99,1,37,42.79,0,1,4,182,1,1,0.0,1.0,0.0,0.0,1.0,0.0
388,26,87.91,9665.59,5,25,150.84,9,4,3,166,1,1,0.0,0.0,1.0,1.0,0.0,0.0
389,31,186.68,7950.98,11,31,405.64,8,1,4,182,0,1,0.0,1.0,0.0,1.0,0.0,0.0
390,23,167.25,8281.66,4,13,463.17,4,2,1,53,0,1,0.0,1.0,0.0,1.0,0.0,0.0
391,18,130.58,9543.81,12,53,434.05,4,4,2,150,0,0,0.0,1.0,0.0,0.0,0.0,1.0
392,26,59.87,3949.62,10,57,165.41,5,0,3,150,1,0,0.0,0.0,1.0,0.0,1.0,0.0
393,33,27.97,5842.79,6,93,269.36,4,0,5,173,0,0,1.0,0.0,0.0,0.0,0.0,1.0
394,33,97.63,6966.56,2,69,467.5,1,3,2,300,1,1,1.0,0.0,0.0,0.0,1.0,0.0
395,29,141.07,6767.24,4,66,287.67,3,2,3,164,1,1,0.0,0.0,1.0,0.0,1.0,0.0
396,22,169.13,9534.07,11,70,135.06,5,3,4,361,1,1,0.0,0.0,1.0,0.0,0.0,1.0
397,57,173.48,2954.65,17,45,345.45,3,0,4,29,0,1,0.0,1.0,0.0,0.0,1.0,0.0
398,46,25.9,2984.48,2,86,320.2,7,1,4,89,0,1,0.0,0.0,1.0,0.0,0.0,1.0
399,63,63.95,9188.24,4,25,50.02,8,4,4,133,1,1,0.0,1.0,0.0,0.0,1.0,0.0
400,44,81.04,8013.13,14,9,387.38,9,3,4,66,1,0,0.0,0.0,1.0,1.0,0.0,0.0
401,28,53.97,2113.23,5,31,54.19,1,2,1,282,1,1,1.0,0.0,0.0,0.0,0.0,1.0
402,64,164.54,5743.46,9,33,317.99,1,0,3,25,0,1,1.0,0.0,0.0,1.0,0.0,0.0
403,67,158.14,7483.06,6,86,348.35,2,0,2,165,1,1,1.0,0.0,0.0,1.0,0.0,0.0
404,45,113.03,3595.06,11,68,300.67,2,4,3,339,0,0,0.0,0.0,1.0,0.0,0.0,1.0
405,69,196.93,4400.38,1,58,192.9,7,0,3,299,1,0,0.0,1.0,0.0,0.0,0.0,1.0
406,53,45.93,5796.43,4,85,306.82,9,3,1,16,0,1,1.0,0.0,0.0,0.0,0.0,1.0
407,59,181.94,4724.37,9,82,280.77,5,0,1,41,0,0,0.0,1.0,0.0,0.0,0.0,1.0
408,36,40.96,7555.12,14,18,301.65,6,0,4,360,1,1,1.0,0.0,0.0,0.0,0.0,1.0
409,52,49.37,158.79,1,76,406.78,0,4,4,1,1,0,0.0,1.0,0.0,0.0,0.0,1.0
410,69,145.32,4402.86,11,19,414.73,8,1,3,141,0,0,0.0,0.0,1.0,0.0,1.0,0.0
411,48,39.72,3442.06,6,36,380.8,9,2,1,258,0,0,0.0,0.0,1.0,0.0,0.0,1.0
412,61,121.85,6130.72,9,59,246.33,5,2,2,49,1,0,0.0,1.0,0.0,0.0,0.0,1.0
413,36,95.64,7781.99,14,86,183.99,4,3,3,189,1,1,0.0,0.0,1.0,0.0,1.0,0.0
414,63,151.13,853.84,3,44,440.36,5,2,1,204,1,1,0.0,1.0,0.0,1.0,0.0,0.0
415,41,182.12,1664.79,1,64,439.61,2,4,3,126,1,1,0.0,0.0,1.0,0.0,0.0,1.0
416,19,158.58,6684.31,13,99,408.68,6,4,1,76,0,1,0.0,0.0,1.0,1.0,0.0,0.0
417,24,172.94,7410.18,8,98,443.33,5,0,3,236,1,0,0.0,1.0,0.0,0.0,1.0,0.0
418,60,25.93,5923.2,17,74,203.68,6,0,2,195,1,1,1.0,0.0,0.0,1.0,0.0,0.0
419,66,75.84,9829.75,16,28,271.88,6,3,1,213,0,0,1.0,0.0,0.0,1.0,0.0,0.0
420,48,112.78,5044.67,18,88,289.25,1,1,5,154,1,0,1.0,0.0,0.0,0.0,0.0,1.0
421,34,94.87,1449.29,1,64,361.78,2,0,4,293,0,0,0.0,1.0,0.0,1.0,0.0,0.0
422,44,61.63,6894.28,1,52,393.26,3,4,1,257,1,1,1.0,0.0,0.0,0.0,1.0,0.0
423,53,75.42,6060.55,12,60,285.47,2,0,3,227,0,0,0.0,0.0,1.0,1.0,0.0,0.0
424,67,190.18,5945.17,11,37,452.34,5,3,4,337,0,1,1.0,0.0,0.0,0.0,0.0,1.0
425,60,72.95,5503.95,7,49,120.08,9,3,3,345,1,1,0.0,0.0,1.0,0.0,0.0,1.0
426,27,83.7,9397.05,19,98,210.25,2,0,1,185,0,1,1.0,0.0,0.0,1.0,0.0,0.0
427,62,20.67,1378.65,2,12,38.07,9,1,3,24,1,1,1.0,0.0,0.0,0.0,1.0,0.0
428,31,172.11,824.65,6,73,491.14,2,2,1,342,1,0,0.0,1.0,0.0,0.0,0.0,1.0
429,24,47.87,1625.76,18,94,402.65,3,4,1,174,0,0,0.0,0.0,1.0,0.0,1.0,0.0
430,56,56.75,2525.4,11,34,70.53,0,1,4,145,1,1,0.0,0.0,1.0,0.0,0.0,1.0
431,57,65.95,5970.17,13,48,173.63,0,3,1,60,1,0,0.0,0.0,1.0,1.0,0.0,0.0
432,26,179.23,6163.01,10,15,271.82,9,4,2,70,1,1,1.0,0.0,0.0,0.0,1.0,0.0
433,31,57.16,2402.76,18,95,155.33,5,4,5,13,1,1,1.0,0.0,0.0,0.0,0.0,1.0
434,25,163.55,4943.33,4,32,67.77,7,2,2,259,1,0,0.0,1.0,0.0,0.0,1.0,0.0
435,34,165.45,4872.41,9,88,303.37,3,3,1,172,1,0,0.0,1.0,0.0,0.0,1.0,0.0
436,40,186.86,4585.8,3,64,119.58,9,2,5,50,1,0,0.0,1.0,0.0,0.0,1.0,0.0
437,33,40.8,8055.1,11,44,320.13,9,2,3,99,1,1,1.0,0.0,0.0,1.0,0.0,0.0
438,43,59.11,4769.76,7,22,348.52,0,1,3,64,0,1,0.0,1.0,0.0,1.0,0.0,0.0
439,26,153.72,7607.82,1,3,408.91,5,3,2,249,0,1,0.0,0.0,1.0,1.0,0.0,0.0
440,53,55.28,1748.16,5,27,228.83,4,3,4,163,1,0,0.0,1.0,0.0,0.0,1.0,0.0
441,24,71.54,5366.48,5,10,352.17,1,1,5,288,1,1,1.0,0.0,0.0,1.0,0.0,0.0
442,35,50.01,8258.64,13,2,27.22,0,3,5,56,1,0,0.0,1.0,0.0,0.0,0.0,1.0
443,25,51.09,1859.39,1,57,319.16,0,1,4,84,0,1,0.0,0.0,1.0,1.0,0.0,0.0
444,38,106.68,4702.73,4,68,222.93,0,3,3,295,0,1,0.0,0.0,1.0,0.0,1.0,0.0
445,43,39.74,6129.89,8,82,406.44,4,0,1,187,1,0,0.0,0.0,1.0,0.0,0.0,1.0
446,20,77.91,1929.27,18,2,494.07,9,3,3,313,0,1,1.0,0.0,0.0,0.0,0.0,1.0
447,34,96.79,7591.98,12,31,153.29,4,0,1,64,0,1,0.0,0.0,1.0,0.0,0.0,1.0
448,68,24.42,882.06,3,35,448.28,0,2,3,88,1,1,0.0,1.0,0.0,0.0,1.0,0.0
449,63,89.9,9469.51,13,98,61.94,8,2,5,74,1,1,0.0,1.0,0.0,0.0,1.0,0.0
450,41,36.94,4735.39,17,48,231.67,7,2,5,63,0,1,0.0,0.0,1.0,0.0,1.0,0.0
451,42,108.84,3427.62,3,49,350.69,1,4,1,151,0,0,1.0,0.0,0.0,1.0,0.0,0.0
452,22,168.63,1256.39,13,11,432.93,8,2,3,339,0,0,0.0,0.0,1.0,0.0,1.0,0.0
453,54,167.32,4382.71,10,7,118.39,9,0,1,304,0,1,0.0,1.0,0.0,0.0,0.0,1.0
454,62,34.48,6632.06,4,6,251.39,6,1,1,306,1,1,0.0,1.0,0.0,0.0,1.0,0.0
455,67,128.22,1035.42,1,43,488.2,4,1,3,315,1,0,0.0,0.0,1.0,0.0,0.0,1.0
456,41,170.23,3132.06,14,71,371.26,8,4,1,354,0,0,1.0,0.0,0.0,0.0,1.0,0.0
457,48,62.84,8376.57,6,39,203.06,9,3,1,120,0,0,0.0,1.0,0.0,0.0,0.0,1.0
458,43,157.15,6497.19,19,6,253.8,6,2,3,239,1,1,1.0,0.0,0.0,0.0,0.0,1.0
459,38,180.34,2143.09,4,61,460.63,4,3,2,338,0,1,0.0,0.0,1.0,0.0,0.0,1.0
460,51,165.1,1693.01,11,31,248.53,7,1,2,349,0,0,0.0,1.0,0.0,0.0,0.0,1.0
461,55,39.31,9054.4,13,60,38.46,0,0,4,62,0,1,0.0,1.0,0.0,1.0,0.0,0.0
462,41,21.63,2941.5,10,9,110.3,4,4,2,206,1,0,0.0,1.0,0.0,1.0,0.0,0.0
463,45,54.51,1877.05,17,64,11.84,3,4,3,154,0,0,0.0,1.0,0.0,1.0,0.0,0.0
464,47,68.69,9999.64,7,82,245.31,4,4,1,35,0,0,0.0,1.0,0.0,0.0,1.0,0.0
465,51,130.91,3161.0,13,87,486.97,9,2,3,14,0,0,0.0,1.0,0.0,0.0,0.0,1.0
466,69,89.17,1334.93,16,4,403.21,9,4,5,219,0,1,0.0,0.0,1.0,0.0,1.0,0.0
467,69,146.61,4671.4,7,16,30.23,6,0,3,34,1,1,0.0,1.0,0.0,0.0,0.0,1.0
468,40,83.55,4400.02,18,95,466.12,1,0,2,338,1,0,0.0,1.0,0.0,0.0,0.0,1.0
469,25,47.8,9275.34,7,7,64.55,3,4,4,185,1,1,0.0,0.0,1.0,1.0,0.0,0.0
470,59,76.28,1428.63,6,94,21.27,2,1,1,242,0,1,0.0,1.0,0.0,1.0,0.0,0.0
471,67,179.18,1002.25,13,23,113.68,8,1,1,182,0,0,0.0,1.0,0.0,0.0,1.0,0.0
472,27,192.54,1020.49,3,11,255.08,5,4,2,241,1,0,0.0,0.0,1.0,0.0,1.0,0.0
473,18,57.35,9052.45,1,29,48.1,0,2,4,53,0,1,0.0,1.0,0.0,1.0,0.0,0.0
474,37,161.92,4548.75,18,8,392.86,6,1,5,363,0,1,0.0,1.0,0.0,0.0,0.0,1.0
475,54,69.2,1591.0,11,92,18.57,7,4,4,101,1,1,0.0,0.0,1.0,0.0,0.0,1.0
476,35,179.68,5978.92,1,84,116.9,8,0,4,327,1,1,0.0,1.0,0.0,0.0,1.0,0.0
477,38,49.8,5422.47,5,3,303.22,2,3,2,209,0,1,0.0,0.0,1.0,0.0,1.0,0.0
478,66,139.87,2064.23,9,72,211.18,8,1,4,158,1,0,0.0,1.0,0.0,0.0,1.0,0.0
479,21,35.16,6070.08,19,77,235.6,6,2,1,143,1,0,0.0,1.0,0.0,1.0,0.0,0.0
480,60,195.3,3468.29,14,52,338.29,4,3,4,292,1,1,0.0,0.0,1.0,0.0,1.0,0.0
481,19,146.11,2459.87,8,20,186.22,8,3,2,226,0,1,1.0,0.0,0.0,0.0,0.0,1.0
